,level_0,index,Unnamed: 0,Subject,Tissue,VGene,All,All_N,All_S,CDR1,CDR1_N,CDR1_S,CDR2,CDR2_N,CDR2_S,CDR1_len,CDR2_len,FR1_FR3_len,14aa_CDR1,All_mut,All_N_mut,All_S_mut,CDR1_mut,CDR1_N_mut,CDR1_S_mut,CDR2_mut,CDR2_N_mut,CDR2_S_mut,Dn/Ds_CDR1,Dn/Ds_All
46,1612,1619,1619,sloth-bear,spleen,sloth_bear_IGLV_23,22,18,4,0,0,0,2,2,0,42,9,286,14 aa CDR1,0.07692307692307693,0.06293706293706294,0.013986013986013986,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,,2.25
47,1683,1690,1690,sloth-bear,spleen,sloth_bear_IGLV_23,17,16,1,1,1,0,2,2,0,42,9,286,14 aa CDR1,0.05944055944055944,0.055944055944055944,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.2222222222222222,0.2222222222222222,0.0,,8.0
48,1686,1693,1693,sloth-bear,spleen,sloth_bear_IGLV_23,38,27,11,8,8,0,2,1,1,42,9,286,14 aa CDR1,0.13286713286713286,0.0944055944055944,0.038461538461538464,0.19047619047619047,0.19047619047619047,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,1.2272727272727273
49,1702,1711,1711,sloth-bear,spleen,sloth_bear_IGLV_23,31,23,8,8,7,1,2,2,0,42,9,286,14 aa CDR1,0.10839160839160839,0.08041958041958042,0.027972027972027972,0.19047619047619047,0.16666666666666666,0.023809523809523808,0.2222222222222222,0.2222222222222222,0.0,3.5,1.4374999999999998
50,1714,1723,1723,sloth-bear,spleen,sloth_bear_IGLV_23,23,18,5,5,5,0,2,2,0,42,9,286,14 aa CDR1,0.08041958041958042,0.06293706293706294,0.017482517482517484,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.2222222222222222,0.0,,1.8000000000000003
51,1733,1742,1742,sloth-bear,spleen,sloth_bear_IGLV_23,17,16,1,1,1,0,2,2,0,42,9,286,14 aa CDR1,0.05944055944055944,0.055944055944055944,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.2222222222222222,0.2222222222222222,0.0,,8.0
52,1833,1842,1842,sloth-bear,spleen,sloth_bear_IGLV_23,29,26,3,4,2,2,2,2,0,42,9,285,14 aa CDR1,0.10175438596491228,0.0912280701754386,0.010526315789473684,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.2222222222222222,0.2222222222222222,0.0,0.5,4.333333333333333
53,1836,1845,1845,sloth-bear,spleen,sloth_bear_IGLV_23,15,13,2,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.045454545454545456,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,3.2499999999999996
54,1873,1882,1882,sloth-bear,spleen,sloth_bear_IGLV_23,36,24,12,5,4,1,1,1,0,42,9,286,14 aa CDR1,0.1258741258741259,0.08391608391608392,0.04195804195804196,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,2.0,1.0
55,1892,1901,1901,sloth-bear,spleen,sloth_bear_IGLV_23,33,23,10,5,5,0,2,1,1,42,9,285,14 aa CDR1,0.11578947368421053,0.08070175438596491,0.03508771929824561,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,1.1500000000000001
56,1913,1922,1922,sloth-bear,spleen,sloth_bear_IGLV_23,25,20,5,2,1,1,1,0,1,42,9,286,14 aa CDR1,0.08741258741258741,0.06993006993006994,0.017482517482517484,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.1111111111111111,0.0,0.1111111111111111,0.5,2.0
57,1963,1973,1973,sloth-bear,spleen,sloth_bear_IGLV_23,34,28,6,9,8,1,3,3,0,42,9,286,14 aa CDR1,0.11888111888111888,0.0979020979020979,0.02097902097902098,0.21428571428571427,0.19047619047619047,0.023809523809523808,0.3333333333333333,0.3333333333333333,0.0,4.0,2.333333333333333
58,1994,2004,2004,sloth-bear,spleen,sloth_bear_IGLV_23,28,21,7,3,2,1,1,1,0,42,9,286,14 aa CDR1,0.0979020979020979,0.07342657342657342,0.024475524475524476,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.0,1.5
59,2026,2036,2036,sloth-bear,spleen,sloth_bear_IGLV_23,33,28,5,6,4,2,2,2,0,42,9,286,14 aa CDR1,0.11538461538461539,0.0979020979020979,0.017482517482517484,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.2222222222222222,0.2222222222222222,0.0,1.0,2.8
60,2043,2053,2053,sloth-bear,spleen,sloth_bear_IGLV_23,21,15,6,6,5,1,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.05244755244755245,0.02097902097902098,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.0,0.0,0.0,2.5,1.25
61,2140,2151,2151,sloth-bear,spleen,sloth_bear_IGLV_23,36,25,11,4,3,1,0,0,0,42,9,286,14 aa CDR1,0.1258741258741259,0.08741258741258741,0.038461538461538464,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,1.5,1.1363636363636362
62,2249,2260,2260,sloth-bear,spleen,sloth_bear_IGLV_23,25,17,8,5,5,0,0,0,0,42,9,286,14 aa CDR1,0.08741258741258741,0.05944055944055944,0.027972027972027972,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,1.0625
63,2255,2266,2266,sloth-bear,spleen,sloth_bear_IGLV_23,10,10,0,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.03496503496503497,0.03496503496503497,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,
64,2261,2272,2272,sloth-bear,spleen,sloth_bear_IGLV_23,27,23,4,0,0,0,2,2,0,42,9,286,14 aa CDR1,0.0944055944055944,0.08041958041958042,0.013986013986013986,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,,2.8749999999999996
65,2273,2284,2284,sloth-bear,spleen,sloth_bear_IGLV_23,18,15,3,2,2,0,0,0,0,42,9,285,14 aa CDR1,0.06315789473684211,0.05263157894736842,0.010526315789473684,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,2.5
66,2287,2298,2298,sloth-bear,spleen,sloth_bear_IGLV_23,23,17,6,1,1,0,5,4,1,42,9,286,14 aa CDR1,0.08041958041958042,0.05944055944055944,0.02097902097902098,0.023809523809523808,0.023809523809523808,0.0,0.5555555555555556,0.4444444444444444,0.1111111111111111,,1.4166666666666667
67,2293,2304,2304,sloth-bear,spleen,sloth_bear_IGLV_23,22,21,1,4,4,0,0,0,0,42,9,286,14 aa CDR1,0.07692307692307693,0.07342657342657342,0.0034965034965034965,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,,10.499999999999998
68,2447,2459,2459,sloth-bear,spleen,sloth_bear_IGLV_23,15,14,1,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.04895104895104895,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,6.999999999999999
69,2477,2489,2489,sloth-bear,spleen,sloth_bear_IGLV_23,25,18,7,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.08741258741258741,0.06293706293706294,0.024475524475524476,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,1.2857142857142858
70,2493,2505,2505,sloth-bear,spleen,sloth_bear_IGLV_23,37,33,4,5,4,1,2,2,0,42,9,287,14 aa CDR1,0.1289198606271777,0.11498257839721254,0.013937282229965157,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.2222222222222222,0.2222222222222222,0.0,2.0,4.125
71,2509,2521,2521,sloth-bear,spleen,sloth_bear_IGLV_23,34,25,9,4,3,1,1,1,0,42,9,286,14 aa CDR1,0.11888111888111888,0.08741258741258741,0.03146853146853147,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.5,1.3888888888888888
72,2549,2561,2561,sloth-bear,spleen,sloth_bear_IGLV_23,20,17,3,2,1,1,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.05944055944055944,0.01048951048951049,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.5,2.8333333333333335
73,2614,2626,2626,sloth-bear,spleen,sloth_bear_IGLV_23,22,16,6,8,4,4,0,0,0,42,9,286,14 aa CDR1,0.07692307692307693,0.055944055944055944,0.02097902097902098,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.5,1.3333333333333333
74,2617,2629,2629,sloth-bear,spleen,sloth_bear_IGLV_23,24,21,3,2,2,0,2,2,0,42,9,286,14 aa CDR1,0.08391608391608392,0.07342657342657342,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.2222222222222222,0.2222222222222222,0.0,,3.4999999999999996
75,2650,2662,2662,sloth-bear,spleen,sloth_bear_IGLV_23,21,18,3,1,1,0,0,0,0,42,9,287,14 aa CDR1,0.07317073170731707,0.0627177700348432,0.010452961672473868,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,2.9999999999999996
76,2653,2665,2665,sloth-bear,spleen,sloth_bear_IGLV_23,25,17,8,4,3,1,2,2,0,42,9,286,14 aa CDR1,0.08741258741258741,0.05944055944055944,0.027972027972027972,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.2222222222222222,0.2222222222222222,0.0,1.5,1.0625
77,2737,2750,2750,sloth-bear,spleen,sloth_bear_IGLV_23,22,19,3,1,1,0,1,1,0,42,9,286,14 aa CDR1,0.07692307692307693,0.06643356643356643,0.01048951048951049,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.1111111111111111,0.0,,3.1666666666666665
78,2759,2772,2772,sloth-bear,spleen,sloth_bear_IGLV_23,21,19,2,5,5,0,2,2,0,42,9,286,14 aa CDR1,0.07342657342657342,0.06643356643356643,0.006993006993006993,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.2222222222222222,0.0,,4.75
79,2802,2815,2815,sloth-bear,spleen,sloth_bear_IGLV_23,17,15,2,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.05944055944055944,0.05244755244755245,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,3.75
80,2818,2831,2831,sloth-bear,spleen,sloth_bear_IGLV_23,33,27,6,5,5,0,1,1,0,42,9,286,14 aa CDR1,0.11538461538461539,0.0944055944055944,0.02097902097902098,0.11904761904761904,0.11904761904761904,0.0,0.1111111111111111,0.1111111111111111,0.0,,2.25
81,2914,2927,2927,sloth-bear,spleen,sloth_bear_IGLV_23,33,27,6,4,3,1,9,9,0,42,9,287,14 aa CDR1,0.11498257839721254,0.09407665505226481,0.020905923344947737,0.09523809523809523,0.07142857142857142,0.023809523809523808,1.0,1.0,0.0,1.5,2.2499999999999996
82,3365,3379,3379,sloth-bear,spleen,sloth_bear_IGLV_23,29,24,5,6,5,1,4,4,0,42,9,286,14 aa CDR1,0.10139860139860139,0.08391608391608392,0.017482517482517484,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.4444444444444444,0.4444444444444444,0.0,2.5,2.4000000000000004
83,3402,3416,3416,sloth-bear,spleen,sloth_bear_IGLV_23,36,23,13,6,6,0,2,1,1,42,9,286,14 aa CDR1,0.1258741258741259,0.08041958041958042,0.045454545454545456,0.14285714285714285,0.14285714285714285,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,0.8846153846153847
84,3428,3442,3442,sloth-bear,spleen,sloth_bear_IGLV_23,22,19,3,5,5,0,2,2,0,42,9,286,14 aa CDR1,0.07692307692307693,0.06643356643356643,0.01048951048951049,0.11904761904761904,0.11904761904761904,0.0,0.2222222222222222,0.2222222222222222,0.0,,3.1666666666666665
85,3432,3447,3447,sloth-bear,spleen,sloth_bear_IGLV_23,36,28,8,7,7,0,2,2,0,42,9,286,14 aa CDR1,0.1258741258741259,0.0979020979020979,0.027972027972027972,0.16666666666666666,0.16666666666666666,0.0,0.2222222222222222,0.2222222222222222,0.0,,1.7499999999999998
86,3461,3476,3476,sloth-bear,spleen,sloth_bear_IGLV_23,28,23,5,6,5,1,1,1,0,42,9,286,14 aa CDR1,0.0979020979020979,0.08041958041958042,0.017482517482517484,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,2.5,2.3
87,3522,3537,3537,sloth-bear,spleen,sloth_bear_IGLV_23,26,22,4,0,0,0,2,2,0,42,9,286,14 aa CDR1,0.09090909090909091,0.07692307692307693,0.013986013986013986,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,,2.75
88,3555,3570,3570,sloth-bear,spleen,sloth_bear_IGLV_23,32,26,6,8,8,0,2,1,1,42,9,286,14 aa CDR1,0.11188811188811189,0.09090909090909091,0.02097902097902098,0.19047619047619047,0.19047619047619047,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,2.1666666666666665
89,3597,3612,3612,sloth-bear,spleen,sloth_bear_IGLV_23,38,32,6,3,3,0,1,1,0,42,9,286,14 aa CDR1,0.13286713286713286,0.11188811188811189,0.02097902097902098,0.07142857142857142,0.07142857142857142,0.0,0.1111111111111111,0.1111111111111111,0.0,,2.6666666666666665
90,3605,3620,3620,sloth-bear,spleen,sloth_bear_IGLV_23,26,23,3,5,5,0,5,5,0,42,9,286,14 aa CDR1,0.09090909090909091,0.08041958041958042,0.01048951048951049,0.11904761904761904,0.11904761904761904,0.0,0.5555555555555556,0.5555555555555556,0.0,,3.833333333333333
91,3623,3638,3638,sloth-bear,spleen,sloth_bear_IGLV_23,22,16,6,1,1,0,5,4,1,42,9,286,14 aa CDR1,0.07692307692307693,0.055944055944055944,0.02097902097902098,0.023809523809523808,0.023809523809523808,0.0,0.5555555555555556,0.4444444444444444,0.1111111111111111,,1.3333333333333333
