,level_0,index,Unnamed: 0,Subject,Tissue,VGene,All,All_N,All_S,CDR1,CDR1_N,CDR1_S,CDR2,CDR2_N,CDR2_S,CDR1_len,CDR2_len,FR1_FR3_len,14aa_CDR1,All_mut,All_N_mut,All_S_mut,CDR1_mut,CDR1_N_mut,CDR1_S_mut,CDR2_mut,CDR2_N_mut,CDR2_S_mut,Dn/Ds_CDR1,Dn/Ds_All
10,4179,4188,4188,gray-wolf,spleen,gray_wolf_IGLV_5,24,16,8,5,4,1,0,0,0,42,9,286,14 aa CDR1,0.08391608391608392,0.055944055944055944,0.027972027972027972,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,1.0
11,4240,4249,4249,gray-wolf,spleen,gray_wolf_IGLV_20,25,16,9,7,5,2,2,0,2,42,9,286,14 aa CDR1,0.08741258741258741,0.055944055944055944,0.03146853146853147,0.16666666666666666,0.11904761904761904,0.047619047619047616,0.2222222222222222,0.0,0.2222222222222222,1.25,0.8888888888888888
12,4939,4949,4949,gray-wolf,spleen,gray_wolf_IGLV_5,13,3,10,6,2,4,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.01048951048951049,0.03496503496503497,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.25,0.15000000000000002
13,5123,5133,5133,gray-wolf,spleen,gray_wolf_IGLV_5,15,12,3,3,3,0,1,1,0,42,9,286,14 aa CDR1,0.05244755244755245,0.04195804195804196,0.01048951048951049,0.07142857142857142,0.07142857142857142,0.0,0.1111111111111111,0.1111111111111111,0.0,,2.0
14,5284,5295,5295,gray-wolf,spleen,gray_wolf_IGLV_5,21,14,7,10,8,2,1,1,0,42,9,286,14 aa CDR1,0.07342657342657342,0.04895104895104895,0.024475524475524476,0.23809523809523808,0.19047619047619047,0.047619047619047616,0.1111111111111111,0.1111111111111111,0.0,2.0,1.0
15,5285,5296,5296,gray-wolf,spleen,gray_wolf_IGLV_5,9,5,4,5,3,2,0,0,0,42,9,286,14 aa CDR1,0.03146853146853147,0.017482517482517484,0.013986013986013986,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0,0.75,0.625
16,5290,5301,5301,gray-wolf,spleen,gray_wolf_IGLV_5,7,3,4,4,2,2,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.01048951048951049,0.013986013986013986,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.5,0.375
17,5489,5500,5500,gray-wolf,spleen,gray_wolf_IGLV_20,7,5,2,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.017482517482517484,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,,1.25
18,6212,6225,6225,gray-wolf,spleen,gray_wolf_IGLV_5,76,57,19,22,22,0,2,2,0,42,9,286,14 aa CDR1,0.26573426573426573,0.1993006993006993,0.06643356643356643,0.5238095238095238,0.5238095238095238,0.0,0.2222222222222222,0.2222222222222222,0.0,,1.5
19,6338,6351,6351,gray-wolf,spleen,gray_wolf_IGLV_5,20,11,9,6,4,2,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.038461538461538464,0.03146853146853147,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,1.0,0.611111111111111
20,6431,6444,6444,gray-wolf,spleen,gray_wolf_IGLV_5,72,61,11,22,22,0,1,1,0,42,9,285,14 aa CDR1,0.25263157894736843,0.21403508771929824,0.03859649122807018,0.5238095238095238,0.5238095238095238,0.0,0.1111111111111111,0.1111111111111111,0.0,,2.772727272727273
21,6614,6627,6627,gray-wolf,spleen,gray_wolf_IGLV_5,8,4,4,5,3,2,0,0,0,42,9,285,14 aa CDR1,0.028070175438596492,0.014035087719298246,0.014035087719298246,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0,0.75,0.5
22,6659,6672,6672,gray-wolf,spleen,gray_wolf_IGLV_5,18,11,7,5,4,1,0,0,0,42,9,286,14 aa CDR1,0.06293706293706294,0.038461538461538464,0.024475524475524476,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,0.7857142857142858
23,6774,6788,6788,gray-wolf,spleen,gray_wolf_IGLV_20,7,4,3,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.013986013986013986,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666
24,6933,6947,6947,gray-wolf,spleen,gray_wolf_IGLV_5,13,8,5,6,4,2,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.027972027972027972,0.017482517482517484,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,1.0,0.8
25,7215,7230,7230,gray-wolf,spleen,gray_wolf_IGLV_5,77,62,15,20,20,0,1,0,1,42,9,286,14 aa CDR1,0.2692307692307692,0.21678321678321677,0.05244755244755245,0.47619047619047616,0.47619047619047616,0.0,0.1111111111111111,0.0,0.1111111111111111,,2.0666666666666664
26,7229,7244,7244,gray-wolf,spleen,gray_wolf_IGLV_5,26,18,8,6,5,1,2,1,1,42,9,286,14 aa CDR1,0.09090909090909091,0.06293706293706294,0.027972027972027972,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.2222222222222222,0.1111111111111111,0.1111111111111111,2.5,1.125
27,7251,7266,7266,gray-wolf,spleen,gray_wolf_IGLV_20,7,4,3,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.013986013986013986,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666
28,7257,7272,7272,gray-wolf,spleen,gray_wolf_IGLV_20,7,4,3,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.013986013986013986,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666
29,7678,7695,7695,gray-wolf,spleen,gray_wolf_IGLV_59,39,25,14,8,4,4,1,1,0,42,9,286,14 aa CDR1,0.13636363636363635,0.08741258741258741,0.04895104895104895,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.1111111111111111,0.1111111111111111,0.0,0.5,0.8928571428571429
30,7862,7879,7879,gray-wolf,spleen,gray_wolf_IGLV_20,7,3,4,0,0,0,1,0,1,42,9,286,14 aa CDR1,0.024475524475524476,0.01048951048951049,0.013986013986013986,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,,0.375
31,8428,8448,8448,gray-wolf,spleen,gray_wolf_IGLV_20,37,26,11,8,7,1,1,1,0,42,9,286,14 aa CDR1,0.12937062937062938,0.09090909090909091,0.038461538461538464,0.19047619047619047,0.16666666666666666,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,3.5,1.1818181818181817
32,8645,8665,8665,gray-wolf,spleen,gray_wolf_IGLV_5,29,23,6,11,10,1,1,1,0,42,9,286,14 aa CDR1,0.10139860139860139,0.08041958041958042,0.02097902097902098,0.2619047619047619,0.23809523809523808,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,5.0,1.9166666666666665
33,8698,8718,8718,gray-wolf,spleen,gray_wolf_IGLV_5,9,4,5,5,3,2,0,0,0,42,9,285,14 aa CDR1,0.031578947368421054,0.014035087719298246,0.017543859649122806,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0,0.75,0.4
34,9075,9095,9095,gray-wolf,spleen,gray_wolf_IGLV_5,73,52,21,22,22,0,1,1,0,42,9,286,14 aa CDR1,0.25524475524475526,0.18181818181818182,0.07342657342657342,0.5238095238095238,0.5238095238095238,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.2380952380952381
35,9219,9240,9240,gray-wolf,spleen,gray_wolf_IGLV_5,20,12,8,5,4,1,0,0,0,42,9,286,14 aa CDR1,0.06993006993006994,0.04195804195804196,0.027972027972027972,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,0.75
36,9289,9310,9310,gray-wolf,spleen,gray_wolf_IGLV_20,7,4,3,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.013986013986013986,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666
37,9367,9389,9389,gray-wolf,spleen,gray_wolf_IGLV_5,15,10,5,5,4,1,2,2,0,42,9,286,14 aa CDR1,0.05244755244755245,0.03496503496503497,0.017482517482517484,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.2222222222222222,0.2222222222222222,0.0,2.0,1.0
38,9370,9392,9392,gray-wolf,spleen,gray_wolf_IGLV_5,3,3,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.01048951048951049,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
39,9380,9402,9402,gray-wolf,spleen,gray_wolf_IGLV_5,29,17,12,7,4,3,2,1,1,42,9,286,14 aa CDR1,0.10139860139860139,0.05944055944055944,0.04195804195804196,0.16666666666666666,0.09523809523809523,0.07142857142857142,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.7083333333333334
40,10064,10087,10087,gray-wolf,spleen,gray_wolf_IGLV_5,64,47,17,21,21,0,1,1,0,42,9,286,14 aa CDR1,0.22377622377622378,0.16433566433566432,0.05944055944055944,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.3823529411764703
41,10253,10276,10276,gray-wolf,spleen,gray_wolf_IGLV_5,7,3,4,4,1,3,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.01048951048951049,0.013986013986013986,0.09523809523809523,0.023809523809523808,0.07142857142857142,0.0,0.0,0.0,0.16666666666666666,0.375
42,10565,10588,10588,gray-wolf,spleen,gray_wolf_IGLV_20,7,3,4,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.01048951048951049,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,,0.375
43,10735,10758,10758,gray-wolf,spleen,gray_wolf_IGLV_59,30,22,8,4,3,1,1,0,1,42,9,286,14 aa CDR1,0.1048951048951049,0.07692307692307693,0.027972027972027972,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.1111111111111111,0.0,0.1111111111111111,1.5,1.375
44,10762,10785,10785,gray-wolf,spleen,gray_wolf_IGLV_5,8,3,5,4,2,2,1,0,1,42,9,286,14 aa CDR1,0.027972027972027972,0.01048951048951049,0.017482517482517484,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.1111111111111111,0.0,0.1111111111111111,0.5,0.30000000000000004
45,11182,11209,11209,gray-wolf,spleen,gray_wolf_IGLV_5,67,58,9,23,23,0,2,1,1,42,9,286,14 aa CDR1,0.23426573426573427,0.20279720279720279,0.03146853146853147,0.5476190476190477,0.5476190476190477,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,3.2222222222222214
46,11264,11291,11291,gray-wolf,spleen,gray_wolf_IGLV_20,18,14,4,2,1,1,1,1,0,42,9,286,14 aa CDR1,0.06293706293706294,0.04895104895104895,0.013986013986013986,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,0.5,1.7499999999999998
47,12359,12387,12387,gray-wolf,spleen,gray_wolf_IGLV_5,3,2,1,2,1,1,0,0,0,42,9,286,14 aa CDR1,0.01048951048951049,0.006993006993006993,0.0034965034965034965,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.5,1.0
48,12421,12449,12449,gray-wolf,spleen,gray_wolf_IGLV_5,12,5,7,5,3,2,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.017482517482517484,0.024475524475524476,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0,0.75,0.35714285714285715
49,13056,13087,13087,gray-wolf,spleen,gray_wolf_IGLV_5,37,26,11,12,10,2,1,1,0,42,9,286,14 aa CDR1,0.12937062937062938,0.09090909090909091,0.038461538461538464,0.2857142857142857,0.23809523809523808,0.047619047619047616,0.1111111111111111,0.1111111111111111,0.0,2.5,1.1818181818181817
50,13290,13321,13321,gray-wolf,spleen,gray_wolf_IGLV_20,9,6,3,0,0,0,3,3,0,42,8,283,14 aa CDR1,0.03180212014134275,0.02120141342756184,0.01060070671378092,0.0,0.0,0.0,0.375,0.375,0.0,,1.0
51,13371,13402,13402,gray-wolf,spleen,gray_wolf_IGLV_5,69,50,19,21,21,0,1,1,0,42,9,286,14 aa CDR1,0.24125874125874125,0.17482517482517482,0.06643356643356643,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.3157894736842106
52,13423,13454,13454,gray-wolf,spleen,gray_wolf_IGLV_20,7,4,3,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.013986013986013986,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666
53,13901,13933,13933,gray-wolf,spleen,gray_wolf_IGLV_20,7,4,3,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.024475524475524476,0.013986013986013986,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666
54,13905,13937,13937,gray-wolf,spleen,gray_wolf_IGLV_20,21,15,6,2,0,2,1,1,0,42,9,286,14 aa CDR1,0.07342657342657342,0.05244755244755245,0.02097902097902098,0.047619047619047616,0.0,0.047619047619047616,0.1111111111111111,0.1111111111111111,0.0,0.0,1.25
55,14212,14244,14244,gray-wolf,spleen,gray_wolf_IGLV_5,89,70,19,22,22,0,1,1,0,42,9,286,14 aa CDR1,0.3111888111888112,0.24475524475524477,0.06643356643356643,0.5238095238095238,0.5238095238095238,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.8421052631578947
56,14273,14305,14305,gray-wolf,spleen,gray_wolf_IGLV_5,10,6,4,5,3,2,0,0,0,42,9,285,14 aa CDR1,0.03508771929824561,0.021052631578947368,0.014035087719298246,0.11904761904761904,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0,0.75,0.75
57,15420,15454,15454,gray-wolf,spleen,gray_wolf_IGLV_5,74,57,17,22,22,0,2,2,0,42,9,286,14 aa CDR1,0.25874125874125875,0.1993006993006993,0.05944055944055944,0.5238095238095238,0.5238095238095238,0.0,0.2222222222222222,0.2222222222222222,0.0,,1.676470588235294
58,15614,15648,15648,gray-wolf,spleen,gray_wolf_IGLV_5,68,54,14,21,21,0,1,1,0,42,9,286,14 aa CDR1,0.23776223776223776,0.1888111888111888,0.04895104895104895,0.5,0.5,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.9285714285714288
59,15617,15651,15651,gray-wolf,spleen,gray_wolf_IGLV_5,9,4,5,4,2,2,0,0,0,42,9,285,14 aa CDR1,0.031578947368421054,0.014035087719298246,0.017543859649122806,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.5,0.4
60,15730,15765,15765,gray-wolf,spleen,gray_wolf_IGLV_5,12,6,6,4,2,2,0,0,0,42,9,285,14 aa CDR1,0.042105263157894736,0.021052631578947368,0.021052631578947368,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.5,0.5
61,16445,16481,16481,gray-wolf,spleen,gray_wolf_IGLV_5,21,14,7,5,4,1,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.04895104895104895,0.024475524475524476,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,1.0
62,16451,16487,16487,gray-wolf,spleen,gray_wolf_IGLV_5,7,6,1,0,0,0,1,1,0,42,9,286,14 aa CDR1,0.024475524475524476,0.02097902097902098,0.0034965034965034965,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,,3.0
63,16460,16496,16496,gray-wolf,spleen,gray_wolf_IGLV_5,6,4,2,1,1,0,1,1,0,42,9,286,14 aa CDR1,0.02097902097902098,0.013986013986013986,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.0
64,16462,16498,16498,gray-wolf,spleen,gray_wolf_IGLV_20,28,17,11,9,6,3,3,3,0,42,9,286,14 aa CDR1,0.0979020979020979,0.05944055944055944,0.038461538461538464,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.3333333333333333,0.3333333333333333,0.0,1.0,0.7727272727272727
65,16751,16789,16789,gray-wolf,spleen,gray_wolf_IGLV_5,21,15,6,6,5,1,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.05244755244755245,0.02097902097902098,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.0,0.0,0.0,2.5,1.25
66,17196,17235,17235,gray-wolf,spleen,gray_wolf_IGLV_59,14,12,2,3,2,1,1,1,0,42,9,286,14 aa CDR1,0.04895104895104895,0.04195804195804196,0.006993006993006993,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.0,1.0,3.0
67,17873,17912,17912,gray-wolf,spleen,gray_wolf_IGLV_5,25,19,6,6,5,1,0,0,0,42,9,286,14 aa CDR1,0.08741258741258741,0.06643356643356643,0.02097902097902098,0.14285714285714285,0.11904761904761904,0.023809523809523808,0.0,0.0,0.0,2.5,1.5833333333333333
