,level_0,index,Unnamed: 0,Subject,Tissue,VGene,All,All_N,All_S,CDR1,CDR1_N,CDR1_S,CDR2,CDR2_N,CDR2_S,CDR1_len,CDR2_len,FR1_FR3_len,14aa_CDR1,All_mut,All_N_mut,All_S_mut,CDR1_mut,CDR1_N_mut,CDR1_S_mut,CDR2_mut,CDR2_N_mut,CDR2_S_mut,Dn/Ds_CDR1,Dn/Ds_All
26,3349,3361,3361,SRR17271941,PBMC,IGLV_76266,12,7,5,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.024475524475524476,0.017482517482517484,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,0.7
27,3350,3362,3362,SRR17271941,PBMC,IGLV_76266,13,9,4,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.03146853146853147,0.013986013986013986,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.125
28,3351,3363,3363,SRR17271941,PBMC,IGLV_76266,10,7,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.03496503496503497,0.024475524475524476,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.1666666666666665
29,3352,3364,3364,SRR17271941,PBMC,IGLV_76266,13,13,0,1,1,0,1,1,0,42,9,286,14 aa CDR1,0.045454545454545456,0.045454545454545456,0.0,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.1111111111111111,0.0,,
30,3353,3365,3365,SRR17271941,PBMC,IGLV_76266,12,9,3,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.03146853146853147,0.01048951048951049,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.5
31,3354,3366,3366,SRR17271941,PBMC,IGLV_76266,12,11,1,5,5,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.038461538461538464,0.0034965034965034965,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,5.5
32,3355,3367,3367,SRR17271941,PBMC,IGLV_76266,11,8,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.027972027972027972,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.3333333333333333
33,3356,3368,3368,SRR17271941,PBMC,IGLV_76266,11,9,2,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.03146853146853147,0.006993006993006993,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,2.25
34,3357,3369,3369,SRR17271941,PBMC,IGLV_76266,12,7,5,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.024475524475524476,0.017482517482517484,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,0.7
35,3358,3370,3370,SRR17271941,PBMC,IGLV_76266,11,7,4,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.024475524475524476,0.013986013986013986,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,0.8749999999999999
36,3359,3371,3371,SRR17271941,PBMC,IGLV_76266,15,11,4,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.038461538461538464,0.013986013986013986,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.375
37,3360,3372,3372,SRR17271941,PBMC,IGLV_76266,13,9,4,5,5,0,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.03146853146853147,0.013986013986013986,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,1.125
38,3361,3373,3373,SRR17271941,PBMC,IGLV_76266,10,9,1,4,4,0,0,0,0,42,9,286,14 aa CDR1,0.03496503496503497,0.03146853146853147,0.0034965034965034965,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,,4.5
39,3362,3374,3374,SRR17271941,PBMC,IGLV_76266,12,8,4,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.027972027972027972,0.013986013986013986,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.0
40,3363,3375,3375,SRR17271941,PBMC,IGLV_76266,12,8,4,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.027972027972027972,0.013986013986013986,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.0
41,3364,3376,3376,SRR17271941,PBMC,IGLV_76266,15,12,3,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.04195804195804196,0.01048951048951049,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,2.0
42,3365,3377,3377,SRR17271941,PBMC,IGLV_76266,6,6,0,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.02097902097902098,0.02097902097902098,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,
43,3366,3378,3378,SRR17271941,PBMC,IGLV_76266,12,9,3,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.03146853146853147,0.01048951048951049,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.5
44,3367,3379,3379,SRR17271941,PBMC,IGLV_76266,14,11,3,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.04895104895104895,0.038461538461538464,0.01048951048951049,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.8333333333333333
45,3368,3380,3380,SRR17271941,PBMC,IGLV_76266,12,9,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.03146853146853147,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.5
46,3369,3381,3381,SRR17271941,PBMC,IGLV_76266,14,9,5,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04895104895104895,0.03146853146853147,0.017482517482517484,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,0.9000000000000001
47,3370,3382,3382,SRR17271941,PBMC,IGLV_76266,15,10,5,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.03496503496503497,0.017482517482517484,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.0
48,3371,3383,3383,SRR17271941,PBMC,IGLV_76266,11,8,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.027972027972027972,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.3333333333333333
49,3372,3384,3384,SRR17271941,PBMC,IGLV_76266,14,11,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04895104895104895,0.038461538461538464,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.8333333333333333
50,3373,3385,3385,SRR17271941,PBMC,IGLV_76266,13,10,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.03496503496503497,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.6666666666666665
51,3374,3386,3386,SRR17271941,PBMC,IGLV_76266,21,15,6,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.05244755244755245,0.02097902097902098,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.25
52,3375,3387,3387,SRR17271941,PBMC,IGLV_76266,23,13,10,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.08041958041958042,0.045454545454545456,0.03496503496503497,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,0.6499999999999999
53,3376,3388,3388,SRR17271941,PBMC,IGLV_76266,22,17,5,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.07692307692307693,0.05944055944055944,0.017482517482517484,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.7000000000000002
54,3377,3389,3389,SRR17271941,PBMC,IGLV_76266,18,12,6,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.06293706293706294,0.04195804195804196,0.02097902097902098,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.0
55,3378,3390,3390,SRR17271941,PBMC,IGLV_76266,17,12,5,4,4,0,0,0,0,42,9,286,14 aa CDR1,0.05944055944055944,0.04195804195804196,0.017482517482517484,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,,1.2000000000000002
56,3379,3391,3391,SRR17271941,PBMC,IGLV_76266,21,14,7,5,4,1,0,0,0,42,9,286,14 aa CDR1,0.07342657342657342,0.04895104895104895,0.024475524475524476,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,1.0
57,3380,3392,3392,SRR17271941,PBMC,IGLV_76266,18,12,6,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.06293706293706294,0.04195804195804196,0.02097902097902098,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.0
58,3381,3393,3393,SRR17271941,PBMC,IGLV_76266,34,23,11,13,12,1,0,0,0,42,9,286,14 aa CDR1,0.11888111888111888,0.08041958041958042,0.038461538461538464,0.30952380952380953,0.2857142857142857,0.023809523809523808,0.0,0.0,0.0,6.0,1.0454545454545454
59,22027,22074,22074,SRR17271941,PBMC,IGLV_76266,1,1,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60,22028,22077,22077,SRR17271941,PBMC,IGLV_76266,2,1,1,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.006993006993006993,0.0034965034965034965,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,0.5
61,22029,22078,22078,SRR17271941,PBMC,IGLV_76266,15,13,2,4,4,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.045454545454545456,0.006993006993006993,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,,3.2499999999999996
62,22030,22079,22079,SRR17271941,PBMC,IGLV_76266,12,8,4,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.027972027972027972,0.013986013986013986,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.0
63,22031,22080,22080,SRR17271941,PBMC,IGLV_76266,16,14,2,5,5,0,0,0,0,42,9,286,14 aa CDR1,0.055944055944055944,0.04895104895104895,0.006993006993006993,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,3.4999999999999996
64,22032,22081,22081,SRR17271941,PBMC,IGLV_76266,7,5,2,2,2,0,1,1,0,42,9,286,14 aa CDR1,0.024475524475524476,0.017482517482517484,0.006993006993006993,0.047619047619047616,0.047619047619047616,0.0,0.1111111111111111,0.1111111111111111,0.0,,1.25
65,22033,22082,22082,SRR17271941,PBMC,IGLV_76266,11,9,2,4,4,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.03146853146853147,0.006993006993006993,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,,2.25
66,22034,22083,22083,SRR17271941,PBMC,IGLV_76266,10,8,2,4,3,1,0,0,0,42,9,286,14 aa CDR1,0.03496503496503497,0.027972027972027972,0.006993006993006993,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,1.5,2.0
67,22035,22084,22084,SRR17271941,PBMC,IGLV_76266,8,7,1,4,4,0,0,0,0,42,9,286,14 aa CDR1,0.027972027972027972,0.024475524475524476,0.0034965034965034965,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,,3.4999999999999996
68,22036,22085,22085,SRR17271941,PBMC,IGLV_76266,13,9,4,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.03146853146853147,0.013986013986013986,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.125
69,22037,22086,22086,SRR17271941,PBMC,IGLV_76266,13,13,0,5,5,0,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.045454545454545456,0.0,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,
70,22038,22087,22087,SRR17271941,PBMC,IGLV_76266,16,11,5,3,3,0,0,0,0,42,9,286,14 aa CDR1,0.055944055944055944,0.038461538461538464,0.017482517482517484,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,,1.1
71,22039,22088,22088,SRR17271941,PBMC,IGLV_76266,11,9,2,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.03146853146853147,0.006993006993006993,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,2.25
72,22040,22089,22089,SRR17271941,PBMC,IGLV_76266,17,12,5,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.05944055944055944,0.04195804195804196,0.017482517482517484,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.2000000000000002
73,22041,22090,22090,SRR17271941,PBMC,IGLV_76266,11,8,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.027972027972027972,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.3333333333333333
74,22042,22091,22091,SRR17271941,PBMC,IGLV_76266,11,8,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.027972027972027972,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.3333333333333333
75,22043,22092,22092,SRR17271941,PBMC,IGLV_76266,12,8,4,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04195804195804196,0.027972027972027972,0.013986013986013986,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.0
76,22044,22093,22093,SRR17271941,PBMC,IGLV_76266,15,12,3,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.04195804195804196,0.01048951048951049,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,2.0
77,22045,22094,22094,SRR17271941,PBMC,IGLV_76266,14,9,5,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.04895104895104895,0.03146853146853147,0.017482517482517484,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,0.9000000000000001
78,22046,22095,22095,SRR17271941,PBMC,IGLV_76266,1,1,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
79,22047,22096,22096,SRR17271941,PBMC,IGLV_76266,32,23,9,13,12,1,0,0,0,42,9,286,14 aa CDR1,0.11188811188811189,0.08041958041958042,0.03146853146853147,0.30952380952380953,0.2857142857142857,0.023809523809523808,0.0,0.0,0.0,6.0,1.2777777777777777
80,22048,22097,22097,SRR17271941,PBMC,IGLV_76266,33,24,9,13,12,1,0,0,0,42,9,286,14 aa CDR1,0.11538461538461539,0.08391608391608392,0.03146853146853147,0.30952380952380953,0.2857142857142857,0.023809523809523808,0.0,0.0,0.0,6.0,1.3333333333333333
81,22049,22098,22098,SRR17271941,PBMC,IGLV_76266,39,28,11,14,13,1,0,0,0,42,9,286,14 aa CDR1,0.13636363636363635,0.0979020979020979,0.038461538461538464,0.3333333333333333,0.30952380952380953,0.023809523809523808,0.0,0.0,0.0,6.500000000000001,1.2727272727272727
82,22050,22099,22099,SRR17271941,PBMC,IGLV_76266,35,25,10,13,12,1,0,0,0,42,9,286,14 aa CDR1,0.12237762237762238,0.08741258741258741,0.03496503496503497,0.30952380952380953,0.2857142857142857,0.023809523809523808,0.0,0.0,0.0,6.0,1.25
83,23965,24016,24016,SRR17271941,PBMC,IGLV_12905934,3,3,0,1,1,0,1,1,0,42,9,286,14 aa CDR1,0.01048951048951049,0.01048951048951049,0.0,0.023809523809523808,0.023809523809523808,0.0,0.1111111111111111,0.1111111111111111,0.0,,
84,31342,31397,31397,SRR17271941,PBMC,IGLV_76266,1,1,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
85,31344,31399,31399,SRR17271941,PBMC,IGLV_76266,1,1,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
86,31345,31400,31400,SRR17271941,PBMC,IGLV_76266,3,3,0,0,0,0,1,1,0,42,9,286,14 aa CDR1,0.01048951048951049,0.01048951048951049,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,,
87,31346,31401,31401,SRR17271941,PBMC,IGLV_76266,2,2,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
88,31347,31402,31402,SRR17271941,PBMC,IGLV_76266,9,7,2,2,1,1,0,0,0,42,9,286,14 aa CDR1,0.03146853146853147,0.024475524475524476,0.006993006993006993,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.5,1.7499999999999998
89,31348,31403,31403,SRR17271941,PBMC,IGLV_76266,15,14,1,6,6,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.04895104895104895,0.0034965034965034965,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,,6.999999999999999
90,31349,31404,31404,SRR17271941,PBMC,IGLV_76266,16,12,4,2,2,0,0,0,0,42,9,286,14 aa CDR1,0.055944055944055944,0.04195804195804196,0.013986013986013986,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,,1.5
91,31350,31405,31405,SRR17271941,PBMC,IGLV_76266,19,16,3,5,4,1,0,0,0,42,9,286,14 aa CDR1,0.06643356643356643,0.055944055944055944,0.01048951048951049,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,2.0,2.6666666666666665
92,40499,40554,40554,SRR17271941,PBMC,IGLV_76266,3,2,1,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.01048951048951049,0.006993006993006993,0.0034965034965034965,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,1.0
93,40500,40556,40556,SRR17271941,PBMC,IGLV_76266,17,14,3,5,5,0,0,0,0,42,9,286,14 aa CDR1,0.05944055944055944,0.04895104895104895,0.01048951048951049,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.0,,2.333333333333333
94,48543,48611,48611,SRR17271942,PBMC,IGLV_76266,1,1,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
95,48544,48613,48613,SRR17271942,PBMC,IGLV_76266,6,3,3,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.02097902097902098,0.01048951048951049,0.01048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,,0.5
96,48545,48616,48616,SRR17271942,PBMC,IGLV_76266,1,1,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
97,48546,48617,48617,SRR17271942,PBMC,IGLV_76266,1,0,1,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
98,48547,48618,48618,SRR17271942,PBMC,IGLV_76266,1,0,1,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
99,48548,48619,48619,SRR17271942,PBMC,IGLV_76266,1,1,0,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
100,48549,48621,48621,SRR17271942,PBMC,IGLV_76266,1,1,0,1,1,0,0,0,0,42,9,286,14 aa CDR1,0.0034965034965034965,0.0034965034965034965,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,,
101,48550,48622,48622,SRR17271942,PBMC,IGLV_76266,11,7,4,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.038461538461538464,0.024475524475524476,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,,0.8749999999999999
102,48551,48623,48623,SRR17271942,PBMC,IGLV_76266,15,11,4,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.05244755244755245,0.038461538461538464,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,,1.375
103,48552,48624,48624,SRR17271942,PBMC,IGLV_76266,13,9,4,0,0,0,0,0,0,42,9,286,14 aa CDR1,0.045454545454545456,0.03146853146853147,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,,1.125
